scene_id,group,success,reason,collision,done_time_s,min_clearance_m,leader_goal_yaw_deg,leader_final_yaw_deg,corridor_heading_deg,corridor_yaw_error_deg,plan_reason,soft_path_cost,front_clearance_m,longitudinal_offset_m,artifact
DBv1-LC-L1-073,LC,False,lc_geometric_deadlock,False,17.450000000000113,0.14647697171779717,0.0,-13.074095288110632,0.0,13.074095288110632,lc_corridor_semantic_cert_anchor,0.42743016390309474,3.25,0.0,output/round24/DBv1-LC-L1-073/p_minus1_stage1_results_seed20660323.json
DBv1-LC-L1-074,LC,False,lc_geometric_deadlock,False,16.000000000000092,0.22105732703509173,0.0,31.17612837947898,0.0,31.17612837947898,lc_corridor_semantic_reference,,,,output/round24/DBv1-LC-L1-074/p_minus1_stage1_results_seed20660454.json
DBv1-LC-L1-075,LC,False,lc_geometric_deadlock,False,16.000000000000092,0.23862556033775675,0.0,-35.61712528807569,0.0,35.61712528807569,lc_corridor_semantic_reference,,,,output/round24/DBv1-LC-L1-075/p_minus1_stage1_results_seed20660585.json
DBv1-LC-L1-076,LC,True,locked,False,13.75000000000006,0.15253229932226842,27.26122439456103,33.67313707591333,0.0,33.67313707591333,lc_corridor_smallgap_escape,,,,output/round24/DBv1-LC-L1-076/p_minus1_stage1_results_seed20660716.json
DBv1-LC-L1-077,LC,False,lc_geometric_deadlock,False,17.000000000000107,0.23226618917667619,0.0,6.463155606515607,0.0,6.463155606515607,lc_corridor_semantic_cert_anchor,0.45062139821814406,2.25,0.0,output/round24/DBv1-LC-L1-077/p_minus1_stage1_results_seed20660847.json
DBv1-LC-L1-078,LC,False,lc_geometric_deadlock,False,16.000000000000092,0.2861219478139689,0.0,-36.30928388822523,0.0,36.30928388822523,lc_corridor_semantic_reference,,,,output/round24/DBv1-LC-L1-078/p_minus1_stage1_results_seed20660978.json
DBv1-LC-L2-079,LC,False,lc_geometric_deadlock,False,17.000000000000107,0.20016037940889042,6.000000000000009,-9.023415823972043,0.0,9.023415823972043,lc_corridor_semantic_cert_anchor,0.44768448149250595,2.5,0.0,output/round24/DBv1-LC-L2-079/p_minus1_stage1_results_seed20670323.json
DBv1-LC-L2-080,LC,False,lc_geometric_deadlock,False,21.050000000000164,0.12903418943716874,6.000000000000009,-14.814560298776788,0.0,14.814560298776788,lc_corridor_semantic_cert_anchor,0.707465082727002,1.5,0.0,output/round24/DBv1-LC-L2-080/p_minus1_stage1_results_seed20670454.json
DBv1-LC-L2-081,LC,True,locked,False,15.80000000000009,0.1519209360372704,15.000000000000009,28.994594469239804,0.0,28.994594469239804,lc_corridor_semantic_cert_anchor,0.6051526331643496,2.75,0.20000000000000018,output/round24/DBv1-LC-L2-081/p_minus1_stage1_results_seed20670585.json
DBv1-LC-L2-082,LC,True,locked,False,27.00000000000025,0.17393526646663893,-6.000000000000009,-27.39464603435261,0.0,27.39464603435261,lc_corridor_semantic_cert_anchor,0.5880172128990122,3.5,0.0,output/round24/DBv1-LC-L2-082/p_minus1_stage1_results_seed20670716.json
DBv1-LC-L2-083,LC,True,locked,False,17.15000000000011,0.18935257157268026,-6.000000000000009,-26.470389031432397,0.0,26.470389031432397,lc_corridor_semantic_cert_anchor,0.6166612286415061,3.0,0.20000000000000018,output/round24/DBv1-LC-L2-083/p_minus1_stage1_results_seed20670847.json
DBv1-LC-L2-084,LC,False,lc_geometric_deadlock,False,26.050000000000235,0.16998556069884446,-6.000000000000009,1.7042340334921007,0.0,1.7042340334921007,lc_corridor_semantic_cert_anchor,0.543824554545322,2.75,0.0,output/round24/DBv1-LC-L2-084/p_minus1_stage1_results_seed20670978.json
DBv1-LC-L3-085,LC,False,timeout,False,32.05000000000032,0.2036097997578059,-6.000000000000009,13.621231235464249,0.0,13.621231235464249,lc_corridor_semantic_cert_anchor,0.4693324130013169,3.25,0.0,output/round24/DBv1-LC-L3-085/p_minus1_stage1_results_seed20680323.json
DBv1-LC-L3-086,LC,False,lc_geometric_deadlock,False,30.5500000000003,0.2176138151893785,-6.000000000000009,13.203342526365414,0.0,13.203342526365414,lc_corridor_semantic_cert_anchor,0.46461750957583625,2.5,0.0,output/round24/DBv1-LC-L3-086/p_minus1_stage1_results_seed20680454.json
DBv1-LC-L3-087,LC,False,lc_geometric_deadlock,False,17.000000000000107,0.24636827686977547,-15.000000000000009,-57.554245082792335,0.0,57.554245082792335,lc_corridor_semantic_cert_anchor,0.7521105230853575,1.0,0.20000000000000018,output/round24/DBv1-LC-L3-087/p_minus1_stage1_results_seed20680585.json
DBv1-LC-L3-088,LC,False,timeout,False,32.05000000000032,0.1999194229085115,-6.000000000000009,10.94588814678655,0.0,10.94588814678655,lc_corridor_semantic_cert_anchor,0.4744997279393405,2.75,0.0,output/round24/DBv1-LC-L3-088/p_minus1_stage1_results_seed20680716.json
DBv1-LC-L3-089,LC,False,lc_geometric_deadlock,False,17.000000000000107,0.24240634051461352,-6.000000000000009,-59.918162447697675,0.0,59.918162447697675,lc_corridor_semantic_cert_anchor,0.5370865410476854,3.0,0.0,output/round24/DBv1-LC-L3-089/p_minus1_stage1_results_seed20680847.json
